NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,PLANETDISCMETH,DATE,MASS
Kepler-102 d,0.0126441,0.0860714,10.3117,0,,,1.37,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.105263,Transit,2014,0.00574989
Kepler-164 d,,0.184674,28.986769,,90,2454967.78268,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.218574,Transit,2014,0.0190864
WASP-101 b,0.494408,0.0505526,3.585722,0,90,2456164.6934,54,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,1.41,Transit,2013,0.5
Kepler-199 c,,0.323142,67.093408,,90,2454979.56577,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.289946,Transit,2014,0.0316029
Kepler-344 b,,0.15349,21.963945,,90,2454966.03648,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.232849,Transit,2014,0.0210192
Kepler-132 b,,0.0658943,6.178196,,90,2455001.86198,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.107949,Transit,2014,0.0057099
Kepler-250 d,,0.132661,17.648312,,90,2454966.545,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.194487,Transit,2014,0.0163243
Kepler-256 d,,0.0634611,5.839172,,90,2454965.08845,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.221251,Transit,2014,0.0194307
Kepler-187 b,,0.0567577,4.938864,,90,2454968.95186,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.125792,Transit,2014,0.00960182
Kepler-374 d,,0.0574402,5.028219,,90,2454967.10741,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.11687,Transit,2014,0.00749504
Kepler-383 c,,0.193962,31.200751,,90,2454973.07568,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.110625,Transit,2014,0.00621274
Kepler-295 b,,0.106224,12.645164,,90,2454971.62536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.108841,Transit,2014,0.00587447
Kepler-171 d,,0.227355,39.595519,,90,2455001.11922,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.168615,Transit,2014,0.0139171
Kepler-287 b,,0.145838,20.342199,,90,2454970.69875,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.207869,Transit,2014,0.0177874
WASP-36 b,2.25537,0.0262601,1.5373653,0,90,2455569.83731,391.4,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,1.269,Transit,2012,2.26929
Kepler-213 c,,0.0558662,4.822962,,90,2454967.43649,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.208761,Transit,2014,0.0178911
Kepler-268 b,,0.17147,25.934138,,90,2454982.76209,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.227496,Transit,2014,0.0202659
Kepler-430 b,,0.224449,35.968,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.296,Transit,2010,0.0330424
Kepler-204 b,,0.115842,14.400974,,90,2455007.98593,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.225711,Transit,2014,0.0200225
Kepler-149 c,,0.284166,55.328328,,90,2455019.32665,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.143635,Transit,2014,0.0119837
HAT-P-6 b,1.05632,0.0523738,3.852985,0,90,2454035.67575,115.5,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,1.33,Transit,2008,1.05957
Kepler-35 b,,0.48628,131.458,0.042,11.6336,2454920.3,,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,0.728,Transit,2012,0.127011
Kepler-397 b,,0.154824,22.250949,,90,2454982.43067,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.219467,Transit,2014,0.0192003
Kepler-129 c,,0.369989,82.20017,,90,2455041.78963,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.227496,Transit,2014,0.0202659
Kepler-398 c,,0.0992436,11.419412,,90,2454975.11768,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0901062,Transit,2014,0.00302153
Kepler-211 b,,0.0504476,4.138575,,90,2454965.01632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.11241,Transit,2014,0.00656354
Kepler-242 b,,0.0796077,8.20395,,90,2455002.69117,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.232849,Transit,2014,0.0210192
Kepler-138 b,,0.0927211,10.312364,,90,2454966.54425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0544206,Transit,2014,0.000512832
Kepler-389 b,,0.0428881,3.244107,,90,2454965.94408,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.134713,Transit,2014,0.0120453
Qatar-1 b,1.08272,0.0234308,1.420033,0,90,2455518.4102,218,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,1.164,Transit,2011,1.08979
Kepler-194 b,,0.032015,2.092281,,90,2454966.05964,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.134713,Transit,2014,0.0120453
Kepler-221 d,,0.0910907,10.04156,,90,2454970.08456,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.243554,Transit,2014,0.022635
Kepler-338 d,,0.245507,44.431014,,90,2454976.54198,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.267642,Transit,2014,0.0268614
Kepler-32 e,,0.0323795,2.896,,,2454966.61,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.133702,Transit,2011,0.0117511
Kepler-146 b,,0.193788,31.158799,,90,2455006.90272,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.330984,Transit,2014,0.0427893
Kepler-11 f,,0.250413,46.6888,0.013,90,2455618.271,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.221888,Transit,2011,0.00723031
Kepler-176 c,,0.106865,12.759712,,90,2455003.31062,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.231956,Transit,2014,0.0208911
KIC 11442793 d,,0.307074,56.73667,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,0.256,Transit,2013,0.0247111
Kepler-442 b,,0.386141,112.3053,0,90,2455849.5578,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.119548,Transit,2010,0.00809285
Kepler-251 b,,0.0556186,4.790936,,90,2454969.31148,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.118655,Transit,2014,0.00789025
Kepler-292 c,,0.0469467,3.715335,,90,2455002.79198,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.131145,Transit,2014,0.0110268
Kepler-324 b,,0.0524333,4.385315,,90,2454972.22656,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.101704,Transit,2014,0.00464108
Kepler-250 c,,0.0726807,7.156804,,90,2455007.13628,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.203408,Transit,2014,0.0172808
Kepler-309 b,,0.0640717,5.923653,,90,2454967.68239,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.139174,Transit,2014,0.0116666
Kepler-261 c,,0.165407,24.570858,,90,2454968.87408,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.178428,Transit,2014,0.0147725
Kepler-336 c,,0.0884004,9.600001,,90,2454969.58177,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.187349,Transit,2014,0.0156092
Kepler-365 b,,0.0948224,10.664903,,90,2454965.00994,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.181997,Transit,2014,0.0151
Kepler-12 b,0.431855,0.0556348,4.4379637,0,182,2455000.68,48.2,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.695,Transit,2011,0.431956
Kepler-229 d,,0.233437,41.194912,,90,2454998.02365,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.343474,Transit,2014,0.0469127
KIC 11442793 c,,0.088103,8.719375,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,0.106,Transit,2013,0.0053608
HAT-P-36 b,1.83475,0.0238229,1.327347,0.063,95,2455565.198,334.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.264,Transit,2012,1.83923
WASP-35 b,0.716644,0.0431283,3.161575,0,90,2455531.47907,94.82,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,1.32,Transit,2011,0.717098
Kepler-132 c,,0.0675669,6.414914,,90,2455002.63908,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.114194,Transit,2014,0.00692663
WTS-1 b,3.98653,0.0466301,3.352059,0.05,,2454318.7472,479,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C,1.49,Transit,2012,3.99885
Kepler-322 b,,0.0273702,1.653888,,90,2454965.19171,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0901062,Transit,2014,0.00302153
Kepler-51 b,,0.248169,45.1555023,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.628398,Transit,2011,0.00661
Kepler-252 b,,0.0693352,6.668391,,90,2454970.43483,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.109733,Transit,2014,0.00604207
XO-1 b,0.918265,0.049283,3.941534,0,90,2453808.917,116,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,1.206,Transit,2006,0.918464
Kepler-63 b,,0.0869107,9.4341505,,,2455010.84307,,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.8128S,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.8128S,0.545,Transit,2013,0.125283
Kepler-33 d,,0.166175,21.77596,0,90,2455022.8,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.477,Transit,2011,0.095206
Kepler-287 c,,0.247055,44.851896,,90,2455005.463,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.290838,Transit,2014,0.0318107
Kepler-245 b,,0.0749207,7.49019,,90,2455007.94919,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.22928,Transit,2014,0.0205131
Kepler-100 c,0,0.109963,12.8159,0,,,0,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.196271,Transit,2014,0
Kepler-180 c,,0.236039,41.885775,,90,2455011.68703,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.268534,Transit,2014,0.027035
Kepler-82 e,,0.063917,5.902206,,90,2454969.78443,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.220359,Transit,2014,0.019315
Kepler-20 d,0.0236858,0.345324,77.61184,0,74.0546,2454955.434,1.2,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.24512,Transit,2011,0.0236865
Kepler-217 b,,0.0600513,5.374943,,90,2455003.93324,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.198947,Transit,2014,0.0167934
Kepler-235 e,,0.251922,46.183669,,90,2454998.23932,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.198055,Transit,2014,0.0166981
Kepler-227 c,,0.281042,54.418694,,90,2454995.51038,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.271211,Transit,2014,0.0275635
Kepler-169 d,,0.0805377,8.348125,,90,2454969.84117,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.111518,Transit,2014,0.00638668
Kepler-254 b,,0.0633704,5.826662,,90,2455006.01039,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.345258,Transit,2014,0.0475314
Kepler-79 e,,0.366575,81.065298,0.012,9.46,2454972.52908,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.318,Transit,2014,0.0129
Kepler-241 b,,0.106632,12.718092,,90,2455008.35418,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.207869,Transit,2014,0.0177874
Kepler-380 c,,0.0758501,7.630004,,90,2454970.08071,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.113302,Transit,2014,0.00674351
Kepler-384 b,,0.156426,22.597053,,90,2454973.4199,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0999197,Transit,2014,0.00436179
Kepler-193 c,,0.26808,50.697494,,90,2454974.32288,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.245339,Transit,2014,0.0229193
Kepler-368 c,,0.339899,72.379334,,90,2455012.5342,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.34615,Transit,2014,0.0478436
Kepler-102 f,0.0269906,0.165339,27.4536,0,,,2.11,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.0785013,Transit,2014,0.00195073
Kepler-131 c,0.0525494,0.170752,25.5169,0,90,,3.58,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.0749398,Transit,2014,0.0525494
Kepler-74 b,0.665099,0.0827067,7.340718,0.287,64,2454967.04,58,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.32,Transit,2011,0.66711
WASP-55 b,0.57116,0.0532575,4.465633,0,90,2455737.9396,70,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.3,Transit,2012,0.571173
Kepler-280 b,,0.0324953,2.139542,,90,2454966.6526,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.12936,Transit,2014,0.010538
Kepler-325 c,,0.106878,12.762172,,90,2454976.73016,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.226604,Transit,2014,0.0201438
OGLE-TR-111 b,0.548406,0.0468733,4.0144479,0,90,2452330.449,78,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Pont 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..15P,1.051,Transit,2004,0.55
Kepler-185 b,,0.0271381,1.6329,,90,2454967.54797,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.10438,Transit,2014,0.00508144
WASP-3 b,2.00437,0.0314948,1.846834,0,90,2454605.55922,290.5,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,1.29,Transit,2008,2.01184
Kepler-172 d,,0.117052,14.627119,,90,2454969.23672,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.200732,Transit,2014,0.0169862
Kepler-182 c,,0.147469,20.684342,,90,2455003.18819,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.306004,Transit,2014,0.0355742
TrES-5 b,1.77,0.0245157,1.4822446,0,90,2455443.25153,339.8,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,1.209,Transit,2011,1.7781
Kepler-49 e,,0.137369,18.596108,,90,2454974.26415,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.139174,Transit,2014,0.0116666
Kepler-399 c,,0.174723,26.67569,,90,2454982.99908,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.127576,Transit,2014,0.0100631
Kepler-175 c,,0.205538,34.035257,,90,2454967.4229,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.276563,Transit,2014,0.0286557
Kepler-391 c,,0.146522,20.485435,,90,2454979.92391,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.315818,Transit,2014,0.0382517
Kepler-200 b,,0.0821165,8.594805,,90,2455004.62998,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.190026,Transit,2014,0.0158724
Kepler-122 d,,0.151731,21.587475,,90,2454975.97287,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.196271,Transit,2014,0.0165098
Kepler-18 b,,0.0447299,3.504725,0,90,2454966.5068,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.17843,Transit,2011,0.022
HAT-P-23 b,2.0884,0.0231971,1.212884,0.106,118,2454852.341,368.5,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,1.368,Transit,2011,2.09606
Kepler-388 c,,0.109844,13.297004,,90,2454973.94788,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0767241,Transit,2014,0.00170474
Kepler-246 c,,0.0978933,11.187161,,90,2454970.18172,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.133821,Transit,2014,0.0117855
Kepler-240 b,,0.0504957,4.144495,,90,2454968.92658,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.122223,Transit,2014,0.00871939
Kepler-26 c,,0.113189,17.25204,0,90,2454982.8854,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.320884,Transit,2011,0.0397121
Kepler-143 c,,0.176495,27.082511,,90,2455024.80613,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.300651,Transit,2014,0.0341953
Kepler-206 b,,0.0768541,7.781987,,90,2454966.5899,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.107057,Transit,2014,0.00554835
Kepler-22 b,,0.848513,289.8623,,,,,Borucki 2012,http://adsabs.harvard.edu/abs/2012ApJ...745..120B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.2125,Transit,2011,0.0183345
Kepler-68 c,0.00627171,0.0907017,9.605085,0,90,2454969.3805,0.57,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.0849452,Transit,2013,0.015142
Kepler-300 b,,0.0935225,10.446347,,90,2454966.27803,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.148987,Transit,2014,0.0123736
Kepler-110 c,,0.196107,31.719775,,90,2454975.82056,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.197163,Transit,2014,0.0166036
Kepler-42 d,,0.0150222,1.865169,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0508067,Transit,2011,0.000404706
Kepler-357 d,,0.263841,49.499875,,90,2454972.04946,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.306004,Transit,2014,0.0355742
Kepler-134 b,,0.0596222,5.317429,,90,2455004.87608,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.178428,Transit,2014,0.0147725
